order_id,date,customer,region,product,category,quantity,unit_price,total,status
PB-100788,2025-06-27,Summit Auto Parts,Manitoba,Data Migration,Services,2,2400.0,4800.0,Pending
PB-100789,2025-01-08,Harbourfront Textiles,New York,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100790,2025-05-11,Kingston Print Works,British Columbia,Workflow Platform License,Software,10,1200.0,12000.0,Refunded
PB-100791,2025-03-15,Lakeshore Medical Supply,Manitoba,Label Printer,Hardware,8,185.5,1484.0,Refunded
PB-100792,2025-03-23,Kingston Print Works,Manitoba,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100793,2025-04-21,Granite Peak Tools,Illinois,Data Migration,Services,12,2400.0,28800.0,Paid
PB-100794,2025-08-23,Prairie Wind Farms,Manitoba,Workflow Platform License,Software,8,1200.0,9600.0,Paid
PB-100795,2025-08-09,Blue Heron Foods,Alberta,Label Printer,Hardware,5,185.5,927.5,Paid
PB-100796,2025-10-10,Maple Ridge Distribution,British Columbia,Label Printer,Hardware,10,185.5,1855.0,Refunded
PB-100797,2025-08-25,Maple Ridge Distribution,Texas,Implementation Day,Services,6,1800.0,10800.0,Pending
PB-100798,2025-02-13,Lakeshore Medical Supply,Manitoba,Warehouse Scanner,Hardware,12,320.0,3840.0,Refunded
PB-100799,2025-03-04,Summit Auto Parts,Texas,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100800,2025-02-02,Harbourfront Textiles,Quebec,Data Migration,Services,12,2400.0,28800.0,Refunded
PB-100801,2025-08-06,Maple Ridge Distribution,British Columbia,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100802,2025-02-07,Prairie Wind Farms,British Columbia,Implementation Day,Services,10,1800.0,18000.0,Paid
PB-100803,2025-04-13,Granite Peak Tools,Texas,Workflow Platform License,Software,1,1200.0,1200.0,Paid
PB-100804,2025-02-04,Blue Heron Foods,British Columbia,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100805,2025-06-26,Lakeshore Medical Supply,Alberta,Warehouse Scanner,Hardware,9,320.0,2880.0,Pending
PB-100806,2025-01-09,Lakeshore Medical Supply,Ontario,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100807,2025-11-28,Northwind Logistics,Illinois,API Add-on,Software,3,99.0,297.0,Refunded
PB-100808,2025-04-06,Summit Auto Parts,Alberta,Training Seat,Services,4,275.0,1100.0,Refunded
PB-100809,2025-11-07,Silverline Freight,New York,Label Printer,Hardware,12,185.5,2226.0,Paid
PB-100810,2025-12-14,Cedar & Co. Furniture,Illinois,Warehouse Scanner,Hardware,5,320.0,1600.0,Paid
PB-100811,2025-11-28,Northwind Logistics,New York,Workflow Platform License,Software,5,1200.0,6000.0,Paid
PB-100812,2025-11-09,Cedar & Co. Furniture,Alberta,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100813,2025-12-11,Harbourfront Textiles,Manitoba,Implementation Day,Services,4,1800.0,7200.0,Paid
PB-100814,2025-01-01,Kingston Print Works,British Columbia,Warehouse Scanner,Hardware,6,320.0,1920.0,Refunded
PB-100815,2025-04-29,Summit Auto Parts,Illinois,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100816,2025-10-19,Blue Heron Foods,Alberta,API Add-on,Software,10,99.0,990.0,Pending
PB-100817,2025-04-26,Kingston Print Works,Ontario,Support Plan (Monthly),Services,12,450.0,5400.0,Paid
PB-100818,2025-08-11,Harbourfront Textiles,New York,Training Seat,Services,2,275.0,550.0,Refunded
PB-100819,2025-03-29,Silverline Freight,Alberta,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100820,2025-08-14,Blue Heron Foods,Quebec,Implementation Day,Services,10,1800.0,18000.0,Paid
PB-100821,2025-07-22,Silverline Freight,Manitoba,Workflow Platform License,Software,10,1200.0,12000.0,Pending
PB-100822,2025-02-13,Birchwood Interiors,Alberta,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-100823,2025-04-10,Kingston Print Works,Quebec,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100824,2025-11-26,Kingston Print Works,Manitoba,Support Plan (Monthly),Services,10,450.0,4500.0,Pending
PB-100825,2025-09-17,Prairie Wind Farms,Alberta,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100826,2025-06-03,Summit Auto Parts,New York,Implementation Day,Services,10,1800.0,18000.0,Refunded
PB-100827,2025-06-07,Granite Peak Tools,Texas,Warehouse Scanner,Hardware,5,320.0,1600.0,Pending
PB-100828,2025-03-16,Silverline Freight,Manitoba,Support Plan (Monthly),Services,6,450.0,2700.0,Refunded
PB-100829,2025-03-22,Lakeshore Medical Supply,Manitoba,Training Seat,Services,10,275.0,2750.0,Paid
PB-100830,2025-06-12,Summit Auto Parts,Alberta,Implementation Day,Services,1,1800.0,1800.0,Pending
PB-100831,2025-11-21,Kingston Print Works,Illinois,Data Migration,Services,10,2400.0,24000.0,Refunded
PB-100832,2025-12-12,Silverline Freight,Ontario,Label Printer,Hardware,2,185.5,371.0,Pending
PB-100833,2025-09-04,Birchwood Interiors,British Columbia,Data Migration,Services,12,2400.0,28800.0,Pending
PB-100834,2025-03-26,Northwind Logistics,British Columbia,Training Seat,Services,5,275.0,1375.0,Paid
PB-100835,2025-10-18,Silverline Freight,Alberta,Support Plan (Monthly),Services,3,450.0,1350.0,Paid
PB-100836,2025-08-20,Northwind Logistics,Alberta,Implementation Day,Services,11,1800.0,19800.0,Pending
PB-100837,2025-08-24,Harbourfront Textiles,Illinois,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100838,2025-02-28,Summit Auto Parts,Manitoba,Data Migration,Services,5,2400.0,12000.0,Refunded
PB-100839,2025-11-03,Lakeshore Medical Supply,Illinois,Workflow Platform License,Software,10,1200.0,12000.0,Paid
PB-100840,2025-10-08,Silverline Freight,Ontario,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100841,2025-05-28,Prairie Wind Farms,British Columbia,Data Migration,Services,6,2400.0,14400.0,Pending
PB-100842,2025-08-13,Cedar & Co. Furniture,Texas,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100843,2025-11-14,Kingston Print Works,Manitoba,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100844,2025-12-15,Silverline Freight,Illinois,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100845,2025-12-31,Lakeshore Medical Supply,Manitoba,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100846,2025-08-13,Lakeshore Medical Supply,Texas,Label Printer,Hardware,7,185.5,1298.5,Pending
PB-100847,2025-10-08,Lakeshore Medical Supply,Alberta,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-100848,2025-07-02,Maple Ridge Distribution,Ontario,Warehouse Scanner,Hardware,2,320.0,640.0,Refunded
PB-100849,2025-01-16,Harbourfront Textiles,Manitoba,Workflow Platform License,Software,5,1200.0,6000.0,Paid
PB-100850,2025-03-26,Granite Peak Tools,Ontario,Data Migration,Services,1,2400.0,2400.0,Paid
PB-100851,2025-08-31,Prairie Wind Farms,Alberta,API Add-on,Software,6,99.0,594.0,Refunded
PB-100852,2025-12-11,Summit Auto Parts,Alberta,Implementation Day,Services,1,1800.0,1800.0,Pending
PB-100853,2025-09-03,Birchwood Interiors,Quebec,Training Seat,Services,6,275.0,1650.0,Pending
PB-100854,2025-04-25,Cedar & Co. Furniture,British Columbia,API Add-on,Software,8,99.0,792.0,Pending
PB-100855,2025-04-29,Summit Auto Parts,Ontario,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100856,2025-04-06,Granite Peak Tools,Texas,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100857,2025-12-19,Summit Auto Parts,New York,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100858,2025-09-04,Prairie Wind Farms,Alberta,Training Seat,Services,4,275.0,1100.0,Refunded
PB-100859,2025-02-13,Birchwood Interiors,Quebec,Support Plan (Monthly),Services,5,450.0,2250.0,Paid
PB-100860,2025-01-23,Silverline Freight,Ontario,Implementation Day,Services,2,1800.0,3600.0,Paid
PB-100861,2025-08-17,Granite Peak Tools,British Columbia,Label Printer,Hardware,10,185.5,1855.0,Pending
PB-100862,2025-10-03,Cedar & Co. Furniture,Texas,Warehouse Scanner,Hardware,8,320.0,2560.0,Refunded
PB-100863,2025-02-23,Harbourfront Textiles,Quebec,Warehouse Scanner,Hardware,1,320.0,320.0,Refunded
PB-100864,2025-11-16,Silverline Freight,New York,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100865,2025-08-10,Birchwood Interiors,Manitoba,Workflow Platform License,Software,6,1200.0,7200.0,Paid
PB-100866,2025-07-24,Blue Heron Foods,Quebec,Workflow Platform License,Software,8,1200.0,9600.0,Pending
PB-100867,2025-07-28,Granite Peak Tools,Quebec,Training Seat,Services,12,275.0,3300.0,Refunded
PB-100868,2025-04-23,Granite Peak Tools,Ontario,Training Seat,Services,7,275.0,1925.0,Pending
PB-100869,2025-03-17,Prairie Wind Farms,New York,Label Printer,Hardware,9,185.5,1669.5,Pending
PB-100870,2025-06-13,Summit Auto Parts,Texas,Workflow Platform License,Software,4,1200.0,4800.0,Refunded
PB-100871,2025-07-08,Silverline Freight,Quebec,API Add-on,Software,9,99.0,891.0,Pending
PB-100872,2025-05-10,Blue Heron Foods,Texas,Data Migration,Services,10,2400.0,24000.0,Refunded
PB-100873,2025-07-01,Harbourfront Textiles,Quebec,Data Migration,Services,2,2400.0,4800.0,Pending
PB-100874,2025-01-13,Harbourfront Textiles,New York,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100875,2025-09-11,Kingston Print Works,British Columbia,Workflow Platform License,Software,12,1200.0,14400.0,Paid
PB-100876,2025-08-19,Cedar & Co. Furniture,Ontario,Data Migration,Services,2,2400.0,4800.0,Refunded
PB-100877,2025-09-18,Northwind Logistics,British Columbia,Warehouse Scanner,Hardware,8,320.0,2560.0,Refunded
PB-100878,2025-02-04,Cedar & Co. Furniture,New York,Support Plan (Monthly),Services,4,450.0,1800.0,Refunded
PB-100879,2025-08-02,Kingston Print Works,Manitoba,Data Migration,Services,8,2400.0,19200.0,Pending
PB-100880,2025-07-07,Cedar & Co. Furniture,Quebec,Data Migration,Services,9,2400.0,21600.0,Refunded
PB-100881,2025-02-22,Maple Ridge Distribution,New York,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-100882,2025-08-12,Summit Auto Parts,Illinois,Support Plan (Monthly),Services,9,450.0,4050.0,Pending
PB-100883,2025-06-05,Birchwood Interiors,Ontario,Warehouse Scanner,Hardware,3,320.0,960.0,Paid
PB-100884,2025-06-10,Silverline Freight,Manitoba,Training Seat,Services,8,275.0,2200.0,Paid
PB-100885,2025-11-20,Northwind Logistics,Texas,API Add-on,Software,10,99.0,990.0,Pending
PB-100886,2025-11-30,Blue Heron Foods,Illinois,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100887,2025-04-30,Silverline Freight,Texas,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100888,2025-05-23,Kingston Print Works,Manitoba,Label Printer,Hardware,1,185.5,185.5,Refunded
PB-100889,2025-02-09,Kingston Print Works,New York,Support Plan (Monthly),Services,2,450.0,900.0,Paid
PB-100890,2025-06-02,Granite Peak Tools,British Columbia,Support Plan (Monthly),Services,2,450.0,900.0,Refunded
PB-100891,2025-04-26,Prairie Wind Farms,Illinois,Implementation Day,Services,7,1800.0,12600.0,Paid
PB-100892,2025-05-12,Northwind Logistics,Texas,Support Plan (Monthly),Services,8,450.0,3600.0,Pending
PB-100893,2025-02-05,Summit Auto Parts,British Columbia,API Add-on,Software,12,99.0,1188.0,Refunded
PB-100894,2025-10-10,Maple Ridge Distribution,Illinois,Label Printer,Hardware,12,185.5,2226.0,Pending
PB-100895,2025-08-28,Cedar & Co. Furniture,Alberta,Workflow Platform License,Software,6,1200.0,7200.0,Refunded
PB-100896,2025-10-10,Blue Heron Foods,New York,Support Plan (Monthly),Services,10,450.0,4500.0,Refunded
PB-100897,2025-08-27,Northwind Logistics,Illinois,Data Migration,Services,4,2400.0,9600.0,Refunded
PB-100898,2025-05-10,Cedar & Co. Furniture,Quebec,API Add-on,Software,3,99.0,297.0,Pending
PB-100899,2025-09-26,Prairie Wind Farms,Texas,Workflow Platform License,Software,11,1200.0,13200.0,Paid
PB-100900,2025-06-17,Blue Heron Foods,Illinois,Training Seat,Services,11,275.0,3025.0,Paid
PB-100901,2025-12-16,Lakeshore Medical Supply,British Columbia,Warehouse Scanner,Hardware,7,320.0,2240.0,Paid
PB-100902,2025-06-04,Lakeshore Medical Supply,Illinois,Implementation Day,Services,3,1800.0,5400.0,Pending
PB-100903,2025-06-05,Granite Peak Tools,Alberta,Warehouse Scanner,Hardware,6,320.0,1920.0,Paid
PB-100904,2025-12-05,Maple Ridge Distribution,New York,Support Plan (Monthly),Services,7,450.0,3150.0,Paid
PB-100905,2025-04-01,Lakeshore Medical Supply,Alberta,Label Printer,Hardware,12,185.5,2226.0,Paid
PB-100906,2025-07-16,Prairie Wind Farms,Texas,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100907,2025-01-15,Granite Peak Tools,Illinois,Data Migration,Services,2,2400.0,4800.0,Pending
PB-100908,2025-09-08,Maple Ridge Distribution,Texas,Training Seat,Services,1,275.0,275.0,Paid
PB-100909,2025-01-27,Kingston Print Works,Quebec,Data Migration,Services,12,2400.0,28800.0,Paid
PB-100910,2025-12-18,Summit Auto Parts,British Columbia,Training Seat,Services,4,275.0,1100.0,Pending
PB-100911,2025-05-20,Silverline Freight,New York,Data Migration,Services,4,2400.0,9600.0,Paid
PB-100912,2025-05-05,Northwind Logistics,Quebec,Training Seat,Services,6,275.0,1650.0,Paid
PB-100913,2025-12-12,Maple Ridge Distribution,Ontario,Data Migration,Services,12,2400.0,28800.0,Paid
PB-100914,2025-04-30,Harbourfront Textiles,Texas,API Add-on,Software,5,99.0,495.0,Paid
PB-100915,2025-01-14,Kingston Print Works,British Columbia,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100916,2025-09-30,Harbourfront Textiles,Manitoba,Data Migration,Services,2,2400.0,4800.0,Paid
PB-100917,2025-09-21,Silverline Freight,New York,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100918,2025-12-19,Northwind Logistics,Texas,Label Printer,Hardware,1,185.5,185.5,Paid
PB-100919,2025-08-10,Silverline Freight,British Columbia,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100920,2025-08-12,Silverline Freight,British Columbia,Data Migration,Services,5,2400.0,12000.0,Paid
PB-100921,2025-02-23,Harbourfront Textiles,Manitoba,Support Plan (Monthly),Services,8,450.0,3600.0,Pending
PB-100922,2025-05-31,Summit Auto Parts,Quebec,Workflow Platform License,Software,1,1200.0,1200.0,Pending
PB-100923,2025-05-27,Cedar & Co. Furniture,Illinois,Data Migration,Services,6,2400.0,14400.0,Refunded
PB-100924,2025-07-20,Prairie Wind Farms,Ontario,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100925,2025-01-19,Lakeshore Medical Supply,New York,Workflow Platform License,Software,12,1200.0,14400.0,Refunded
PB-100926,2025-12-15,Maple Ridge Distribution,Texas,Workflow Platform License,Software,9,1200.0,10800.0,Refunded
PB-100927,2025-12-01,Granite Peak Tools,Manitoba,API Add-on,Software,2,99.0,198.0,Paid
PB-100928,2025-08-08,Cedar & Co. Furniture,Ontario,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100929,2025-11-09,Granite Peak Tools,Texas,Support Plan (Monthly),Services,8,450.0,3600.0,Pending
PB-100930,2025-01-14,Birchwood Interiors,Manitoba,API Add-on,Software,8,99.0,792.0,Paid
PB-100931,2025-12-25,Birchwood Interiors,British Columbia,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-100932,2025-12-04,Northwind Logistics,Manitoba,Data Migration,Services,2,2400.0,4800.0,Paid
PB-100933,2025-04-02,Granite Peak Tools,Alberta,Workflow Platform License,Software,7,1200.0,8400.0,Pending
PB-100934,2025-12-30,Lakeshore Medical Supply,British Columbia,Workflow Platform License,Software,10,1200.0,12000.0,Pending
PB-100935,2025-09-18,Harbourfront Textiles,Manitoba,Implementation Day,Services,3,1800.0,5400.0,Paid
PB-100936,2025-05-17,Prairie Wind Farms,British Columbia,Support Plan (Monthly),Services,8,450.0,3600.0,Paid
PB-100937,2025-11-27,Northwind Logistics,Alberta,Training Seat,Services,1,275.0,275.0,Paid
PB-100938,2025-03-15,Maple Ridge Distribution,Manitoba,API Add-on,Software,8,99.0,792.0,Paid
PB-100939,2025-02-13,Birchwood Interiors,Ontario,Implementation Day,Services,5,1800.0,9000.0,Paid
PB-100940,2025-06-02,Harbourfront Textiles,Ontario,Support Plan (Monthly),Services,12,450.0,5400.0,Refunded
PB-100941,2025-02-08,Granite Peak Tools,Quebec,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-100942,2025-03-04,Kingston Print Works,Alberta,API Add-on,Software,7,99.0,693.0,Paid
PB-100943,2025-12-26,Cedar & Co. Furniture,Texas,Implementation Day,Services,7,1800.0,12600.0,Pending
PB-100944,2025-06-13,Northwind Logistics,British Columbia,Workflow Platform License,Software,3,1200.0,3600.0,Pending
PB-100945,2025-05-18,Harbourfront Textiles,Quebec,Warehouse Scanner,Hardware,8,320.0,2560.0,Pending
PB-100946,2025-03-05,Summit Auto Parts,Quebec,Implementation Day,Services,5,1800.0,9000.0,Refunded
PB-100947,2025-08-28,Northwind Logistics,Manitoba,Data Migration,Services,9,2400.0,21600.0,Pending
PB-100948,2025-11-23,Granite Peak Tools,Manitoba,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100949,2025-09-11,Granite Peak Tools,Ontario,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100950,2025-12-06,Silverline Freight,Alberta,Data Migration,Services,10,2400.0,24000.0,Paid
PB-100951,2025-05-21,Granite Peak Tools,New York,Data Migration,Services,4,2400.0,9600.0,Refunded
PB-100952,2025-01-29,Kingston Print Works,British Columbia,Implementation Day,Services,6,1800.0,10800.0,Paid
PB-100953,2025-01-13,Blue Heron Foods,Manitoba,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100954,2025-08-19,Lakeshore Medical Supply,Ontario,Workflow Platform License,Software,6,1200.0,7200.0,Paid
PB-100955,2025-11-07,Summit Auto Parts,Quebec,Workflow Platform License,Software,11,1200.0,13200.0,Pending
PB-100956,2025-02-14,Blue Heron Foods,British Columbia,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100957,2025-09-05,Blue Heron Foods,Illinois,Support Plan (Monthly),Services,10,450.0,4500.0,Pending
PB-100958,2025-11-07,Lakeshore Medical Supply,New York,Label Printer,Hardware,4,185.5,742.0,Paid
PB-100959,2025-09-16,Birchwood Interiors,Texas,Warehouse Scanner,Hardware,10,320.0,3200.0,Refunded
PB-100960,2025-07-03,Northwind Logistics,New York,Label Printer,Hardware,6,185.5,1113.0,Paid
PB-100961,2025-04-01,Maple Ridge Distribution,Texas,Support Plan (Monthly),Services,3,450.0,1350.0,Refunded
PB-100962,2025-07-11,Granite Peak Tools,Ontario,Data Migration,Services,6,2400.0,14400.0,Paid
PB-100963,2025-06-15,Blue Heron Foods,Ontario,Implementation Day,Services,7,1800.0,12600.0,Pending
PB-100964,2025-10-13,Cedar & Co. Furniture,Manitoba,Label Printer,Hardware,7,185.5,1298.5,Paid
PB-100965,2025-01-30,Kingston Print Works,New York,Label Printer,Hardware,8,185.5,1484.0,Paid
PB-100966,2025-12-14,Summit Auto Parts,Quebec,Training Seat,Services,2,275.0,550.0,Paid
PB-100967,2025-03-28,Kingston Print Works,Illinois,Implementation Day,Services,8,1800.0,14400.0,Paid
PB-100968,2025-09-17,Maple Ridge Distribution,Alberta,Label Printer,Hardware,2,185.5,371.0,Pending
PB-100969,2025-03-15,Summit Auto Parts,Quebec,Support Plan (Monthly),Services,10,450.0,4500.0,Pending
PB-100970,2025-05-28,Birchwood Interiors,Ontario,API Add-on,Software,7,99.0,693.0,Pending
PB-100971,2025-02-06,Maple Ridge Distribution,Manitoba,Implementation Day,Services,2,1800.0,3600.0,Pending
PB-100972,2025-11-01,Summit Auto Parts,Alberta,Warehouse Scanner,Hardware,4,320.0,1280.0,Pending
PB-100973,2025-03-13,Silverline Freight,Illinois,Support Plan (Monthly),Services,6,450.0,2700.0,Paid
PB-100974,2025-02-08,Maple Ridge Distribution,Texas,Data Migration,Services,12,2400.0,28800.0,Paid
PB-100975,2025-11-14,Prairie Wind Farms,Alberta,Workflow Platform License,Software,10,1200.0,12000.0,Pending
PB-100976,2025-01-08,Birchwood Interiors,Illinois,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100977,2025-07-23,Silverline Freight,Alberta,Training Seat,Services,3,275.0,825.0,Pending
PB-100978,2025-12-26,Northwind Logistics,Manitoba,Label Printer,Hardware,7,185.5,1298.5,Refunded
PB-100979,2025-03-30,Lakeshore Medical Supply,New York,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100980,2025-08-09,Cedar & Co. Furniture,Texas,Implementation Day,Services,11,1800.0,19800.0,Paid
PB-100981,2025-11-10,Harbourfront Textiles,Manitoba,Data Migration,Services,3,2400.0,7200.0,Paid
PB-100982,2025-11-19,Harbourfront Textiles,Alberta,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-100983,2025-11-03,Northwind Logistics,British Columbia,Warehouse Scanner,Hardware,4,320.0,1280.0,Paid
PB-100984,2025-12-15,Summit Auto Parts,New York,Warehouse Scanner,Hardware,5,320.0,1600.0,Refunded
PB-100985,2025-05-03,Prairie Wind Farms,Quebec,Warehouse Scanner,Hardware,7,320.0,2240.0,Paid
PB-100986,2025-10-25,Prairie Wind Farms,Quebec,Workflow Platform License,Software,5,1200.0,6000.0,Paid
PB-100987,2025-08-20,Silverline Freight,Ontario,Label Printer,Hardware,3,185.5,556.5,Pending
PB-100988,2025-07-04,Harbourfront Textiles,New York,API Add-on,Software,7,99.0,693.0,Paid
PB-100989,2025-01-09,Northwind Logistics,Manitoba,Warehouse Scanner,Hardware,8,320.0,2560.0,Refunded
PB-100990,2025-04-29,Birchwood Interiors,Manitoba,Data Migration,Services,6,2400.0,14400.0,Paid
PB-100991,2025-06-30,Granite Peak Tools,Quebec,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100992,2025-03-07,Granite Peak Tools,British Columbia,Support Plan (Monthly),Services,12,450.0,5400.0,Pending
PB-100993,2025-05-30,Birchwood Interiors,Ontario,API Add-on,Software,2,99.0,198.0,Paid
PB-100994,2025-01-22,Summit Auto Parts,Quebec,Data Migration,Services,8,2400.0,19200.0,Paid
PB-100995,2025-01-06,Birchwood Interiors,Manitoba,Data Migration,Services,12,2400.0,28800.0,Refunded
PB-100996,2025-07-07,Silverline Freight,New York,Data Migration,Services,9,2400.0,21600.0,Paid
PB-100997,2025-09-14,Summit Auto Parts,New York,Warehouse Scanner,Hardware,1,320.0,320.0,Paid
PB-100998,2025-09-11,Northwind Logistics,Illinois,Training Seat,Services,11,275.0,3025.0,Paid
PB-100999,2025-07-22,Prairie Wind Farms,Manitoba,Support Plan (Monthly),Services,10,450.0,4500.0,Paid
PB-101000,2025-07-19,Granite Peak Tools,Quebec,Implementation Day,Services,12,1800.0,21600.0,Refunded
PB-101001,2025-11-10,Harbourfront Textiles,New York,Data Migration,Services,10,2400.0,24000.0,Pending
PB-101002,2025-08-30,Maple Ridge Distribution,Alberta,Label Printer,Hardware,11,185.5,2040.5,Paid
PB-101003,2025-10-31,Cedar & Co. Furniture,Manitoba,Warehouse Scanner,Hardware,7,320.0,2240.0,Paid
PB-101004,2025-12-03,Kingston Print Works,Quebec,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-101005,2025-03-08,Summit Auto Parts,Ontario,Workflow Platform License,Software,5,1200.0,6000.0,Pending
PB-101006,2025-06-06,Blue Heron Foods,British Columbia,Label Printer,Hardware,9,185.5,1669.5,Paid
PB-101007,2025-06-06,Birchwood Interiors,New York,Implementation Day,Services,11,1800.0,19800.0,Refunded
PB-101008,2025-02-21,Harbourfront Textiles,New York,Label Printer,Hardware,5,185.5,927.5,Paid
PB-101009,2025-03-18,Northwind Logistics,Quebec,Training Seat,Services,6,275.0,1650.0,Pending
PB-101010,2025-03-05,Silverline Freight,Ontario,Data Migration,Services,4,2400.0,9600.0,Paid
PB-101011,2025-10-01,Kingston Print Works,Quebec,Training Seat,Services,2,275.0,550.0,Paid
PB-101012,2025-09-09,Silverline Freight,Ontario,Training Seat,Services,3,275.0,825.0,Refunded
PB-101013,2025-03-18,Silverline Freight,Alberta,Implementation Day,Services,11,1800.0,19800.0,Pending
PB-101014,2025-10-16,Blue Heron Foods,Ontario,Workflow Platform License,Software,4,1200.0,4800.0,Refunded
PB-101015,2025-10-27,Granite Peak Tools,Quebec,Warehouse Scanner,Hardware,2,320.0,640.0,Paid
PB-101016,2025-04-04,Lakeshore Medical Supply,Illinois,Workflow Platform License,Software,6,1200.0,7200.0,Refunded
PB-101017,2025-02-07,Northwind Logistics,Quebec,Support Plan (Monthly),Services,10,450.0,4500.0,Refunded
PB-101018,2025-11-12,Birchwood Interiors,Illinois,Support Plan (Monthly),Services,9,450.0,4050.0,Paid
PB-101019,2025-03-12,Cedar & Co. Furniture,Manitoba,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-101020,2025-04-25,Northwind Logistics,Illinois,Implementation Day,Services,9,1800.0,16200.0,Paid
PB-101021,2025-03-06,Maple Ridge Distribution,New York,API Add-on,Software,10,99.0,990.0,Paid
PB-101022,2025-02-26,Birchwood Interiors,Quebec,Data Migration,Services,1,2400.0,2400.0,Refunded
PB-101023,2025-02-09,Silverline Freight,Quebec,API Add-on,Software,3,99.0,297.0,Paid
PB-101024,2025-09-26,Silverline Freight,Manitoba,Label Printer,Hardware,8,185.5,1484.0,Pending
PB-101025,2025-09-15,Cedar & Co. Furniture,Alberta,Training Seat,Services,6,275.0,1650.0,Paid
PB-101026,2025-01-15,Cedar & Co. Furniture,Illinois,Workflow Platform License,Software,4,1200.0,4800.0,Pending
PB-101027,2025-08-13,Summit Auto Parts,Alberta,Data Migration,Services,11,2400.0,26400.0,Pending
PB-101028,2025-05-11,Lakeshore Medical Supply,Manitoba,Warehouse Scanner,Hardware,10,320.0,3200.0,Paid
PB-101029,2025-08-21,Cedar & Co. Furniture,New York,Implementation Day,Services,12,1800.0,21600.0,Paid
PB-101030,2025-06-23,Northwind Logistics,Alberta,Label Printer,Hardware,1,185.5,185.5,Paid
PB-101031,2025-04-22,Cedar & Co. Furniture,New York,API Add-on,Software,1,99.0,99.0,Paid
PB-101032,2025-01-06,Harbourfront Textiles,Ontario,Support Plan (Monthly),Services,11,450.0,4950.0,Paid
PB-101033,2025-10-18,Silverline Freight,Texas,Workflow Platform License,Software,6,1200.0,7200.0,Paid
PB-101034,2025-01-29,Northwind Logistics,Illinois,Implementation Day,Services,1,1800.0,1800.0,Paid
PB-101035,2025-01-04,Granite Peak Tools,Illinois,API Add-on,Software,6,99.0,594.0,Refunded
PB-101036,2025-10-19,Cedar & Co. Furniture,Texas,Support Plan (Monthly),Services,1,450.0,450.0,Paid
PB-101037,2025-11-08,Granite Peak Tools,Quebec,Workflow Platform License,Software,3,1200.0,3600.0,Paid
PB-101038,2025-04-23,Cedar & Co. Furniture,Quebec,Data Migration,Services,6,2400.0,14400.0,Paid
PB-101039,2025-07-01,Maple Ridge Distribution,Alberta,Training Seat,Services,12,275.0,3300.0,Refunded
PB-101040,2025-10-06,Maple Ridge Distribution,Manitoba,Workflow Platform License,Software,7,1200.0,8400.0,Paid
